Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SanityTestSuite,Firefox 67.0,,2019-07-17 15:32:41,2019-07-17 15:35:59,3m - 18.088s,FAILED
,,,,,,
Test Cases/userlogin,Firefox 67.0,,2019-07-17 15:32:41,2019-07-17 15:33:02,21.207s,PASSED
"openBrowser("""")",Firefox 67.0,,2019-07-17 15:32:41,2019-07-17 15:32:49,7.482s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 67.0,,2019-07-17 15:32:49,2019-07-17 15:32:50,1.171s,PASSED
delay(5),Firefox 67.0,,2019-07-17 15:32:50,2019-07-17 15:32:55,5.076s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), ""Admin"")",Firefox 67.0,,2019-07-17 15:32:55,2019-07-17 15:32:55,0.157s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), ""12345"")",Firefox 67.0,,2019-07-17 15:32:55,2019-07-17 15:32:55,0.091s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-17 15:32:55,2019-07-17 15:32:57,2.291s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-17 15:32:57,2019-07-17 15:32:58,0.300s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-17 15:32:58,2019-07-17 15:32:58,0.323s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-17 15:32:58,2019-07-17 15:33:02,4.037s,PASSED
,,,,,,
Test Cases/registrationlists,Firefox 67.0,,2019-07-17 15:33:02,2019-07-17 15:33:45,42.862s,PASSED
"click(findTestObject(""Object Repository/registrationlists/span_Front Desk""))",Firefox 67.0,,2019-07-17 15:33:03,2019-07-17 15:33:05,2.862s,PASSED
"click(findTestObject(""Object Repository/registrationlists/span_Registration""))",Firefox 67.0,,2019-07-17 15:33:05,2019-07-17 15:33:09,3.229s,PASSED
"click(findTestObject(""Object Repository/registrationlists/span_Registration List""))",Firefox 67.0,,2019-07-17 15:33:09,2019-07-17 15:33:10,1.308s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_op_number""), ""DMC01-035984"")",Firefox 67.0,,2019-07-17 15:33:10,2019-07-17 15:33:10,0.182s,PASSED
"sendKeys(findTestObject(""Object Repository/registrationlists/input_Action_op_number""), Keys.chord(ENTER))",Firefox 67.0,,2019-07-17 15:33:10,2019-07-17 15:33:10,0.100s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:10,2019-07-17 15:33:13,3.005s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_op_number""), """")",Firefox 67.0,,2019-07-17 15:33:13,2019-07-17 15:33:13,0.070s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:13,2019-07-17 15:33:16,3.002s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_fromdate""), ""01-01-2016"")",Firefox 67.0,,2019-07-17 15:33:16,2019-07-17 15:33:16,0.153s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:16,2019-07-17 15:33:19,3.003s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_todate""), ""01-01-2019"")",Firefox 67.0,,2019-07-17 15:33:19,2019-07-17 15:33:20,0.128s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:20,2019-07-17 15:33:23,3.005s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_patient_name""), ""salama"")",Firefox 67.0,,2019-07-17 15:33:23,2019-07-17 15:33:23,0.143s,PASSED
"sendKeys(findTestObject(""Object Repository/registrationlists/input_Action_patient_name""), Keys.chord(ENTER))",Firefox 67.0,,2019-07-17 15:33:23,2019-07-17 15:33:23,0.065s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:23,2019-07-17 15:33:26,3.003s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_patient_name""), """")",Firefox 67.0,,2019-07-17 15:33:26,2019-07-17 15:33:26,0.070s,PASSED
"setText(findTestObject(""Object Repository/registrationlists/input_Action_startDate""), ""01-01-2017"")",Firefox 67.0,,2019-07-17 15:33:26,2019-07-17 15:33:26,0.111s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:26,2019-07-17 15:33:29,3.005s,PASSED
"sendKeys(findTestObject(""Object Repository/registrationlists/input_Action_startDate""), Keys.chord(ENTER))",Firefox 67.0,,2019-07-17 15:33:29,2019-07-17 15:33:29,0.052s,PASSED
delay(3),Firefox 67.0,,2019-07-17 15:33:29,2019-07-17 15:33:32,3.004s,PASSED
