Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
registration,Firefox 64.0,,2019-06-10 12:36:45,2019-06-10 12:37:38,53.825s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 64.0,,2019-06-10 12:36:45,2019-06-10 12:37:38,53.477s,PASSED
"openBrowser("""")",Firefox 64.0,,2019-06-10 12:36:45,2019-06-10 12:36:52,6.328s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 64.0,,2019-06-10 12:36:52,2019-06-10 12:36:52,0.335s,PASSED
delay(5),Firefox 64.0,,2019-06-10 12:36:52,2019-06-10 12:36:57,5.037s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 64.0,,2019-06-10 12:36:57,2019-06-10 12:36:57,0.186s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 64.0,,2019-06-10 12:36:57,2019-06-10 12:36:57,0.113s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 64.0,,2019-06-10 12:36:57,2019-06-10 12:36:59,1.221s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 64.0,,2019-06-10 12:36:59,2019-06-10 12:36:59,0.314s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 64.0,,2019-06-10 12:36:59,2019-06-10 12:36:59,0.377s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 64.0,,2019-06-10 12:36:59,2019-06-10 12:37:01,1.272s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 64.0,,2019-06-10 12:37:01,2019-06-10 12:37:02,1.007s,PASSED
delay(3),Firefox 64.0,,2019-06-10 12:37:02,2019-06-10 12:37:05,3.007s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 64.0,,2019-06-10 12:37:05,2019-06-10 12:37:08,2.902s,PASSED
delay(3),Firefox 64.0,,2019-06-10 12:37:08,2019-06-10 12:37:11,3.007s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 64.0,,2019-06-10 12:37:11,2019-06-10 12:37:11,0.365s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 64.0,,2019-06-10 12:37:11,2019-06-10 12:37:11,0.379s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 64.0,,2019-06-10 12:37:11,2019-06-10 12:37:12,0.373s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 64.0,,2019-06-10 12:37:12,2019-06-10 12:37:12,0.350s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 64.0,,2019-06-10 12:37:12,2019-06-10 12:37:12,0.356s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 64.0,,2019-06-10 12:37:12,2019-06-10 12:37:13,0.166s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 64.0,,2019-06-10 12:37:13,2019-06-10 12:37:13,0.087s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderClick""))",Firefox 64.0,,2019-06-10 12:37:13,2019-06-10 12:37:13,0.291s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderSelected""), ""Male"", true)",Firefox 64.0,,2019-06-10 12:37:13,2019-06-10 12:37:13,0.482s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/VisaTypeSelected""), ""resident"", true)",Firefox 64.0,,2019-06-10 12:37:13,2019-06-10 12:37:14,0.515s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile1Ext""), ""97155"", true)",Firefox 64.0,,2019-06-10 12:37:14,2019-06-10 12:37:15,0.792s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MobilenumInserted""), mobile)",Firefox 64.0,,2019-06-10 12:37:15,2019-06-10 12:37:15,0.128s,PASSED
