Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
insregistration,Firefox 67.0,,2019-07-22 16:33:06,2019-07-22 16:34:53,1m - 47.070s,FAILED
,,,,,,
Test Cases/insregistration,Firefox 67.0,,2019-07-22 16:33:06,2019-07-22 16:34:52,1m - 45.120s,FAILED
"openBrowser("""")",Firefox 67.0,,2019-07-22 16:33:07,2019-07-22 16:33:15,7.744s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/index.jsp"")",Firefox 67.0,,2019-07-22 16:33:15,2019-07-22 16:33:19,4.079s,PASSED
delay(5),Firefox 67.0,,2019-07-22 16:33:19,2019-07-22 16:33:24,5.167s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-22 16:33:24,2019-07-22 16:33:24,0.124s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-22 16:33:24,2019-07-22 16:33:24,0.058s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-22 16:33:24,2019-07-22 16:33:25,0.966s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-22 16:33:25,2019-07-22 16:33:25,0.266s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-22 16:33:25,2019-07-22 16:33:26,0.335s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-22 16:33:26,2019-07-22 16:33:28,1.810s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-22 16:33:28,2019-07-22 16:33:29,1.459s,PASSED
delay(3),Firefox 67.0,,2019-07-22 16:33:29,2019-07-22 16:33:32,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-22 16:33:32,2019-07-22 16:33:33,1.114s,PASSED
delay(3),Firefox 67.0,,2019-07-22 16:33:33,2019-07-22 16:33:36,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-22 16:33:36,2019-07-22 16:33:36,0.295s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-22 16:33:36,2019-07-22 16:33:37,0.279s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-22 16:33:37,2019-07-22 16:33:37,0.300s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-22 16:33:37,2019-07-22 16:33:37,0.296s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-22 16:33:37,2019-07-22 16:33:38,0.256s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-22 16:33:38,2019-07-22 16:33:38,0.087s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:38,2019-07-22 16:33:40,2.002s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 67.0,,2019-07-22 16:33:40,2019-07-22 16:33:40,0.084s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:40,2019-07-22 16:33:42,2.003s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderClick""))",Firefox 67.0,,2019-07-22 16:33:42,2019-07-22 16:33:42,0.294s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:42,2019-07-22 16:33:44,2.004s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderSelected""), ""Male"", true)",Firefox 67.0,,2019-07-22 16:33:44,2019-07-22 16:33:44,0.445s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:44,2019-07-22 16:33:46,2.002s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/VisaTypeSelected""), ""resident"", true)",Firefox 67.0,,2019-07-22 16:33:47,2019-07-22 16:33:47,0.406s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:47,2019-07-22 16:33:49,2.004s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile1Ext""), ""97155"", true)",Firefox 67.0,,2019-07-22 16:33:49,2019-07-22 16:33:50,0.628s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:50,2019-07-22 16:33:52,2.003s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MobilenumInserted""), mobile)",Firefox 67.0,,2019-07-22 16:33:52,2019-07-22 16:33:52,0.083s,PASSED
delay(2),Firefox 67.0,,2019-07-22 16:33:52,2019-07-22 16:33:54,2.002s,PASSED
