Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
insregistration,Firefox 67.0,,2019-07-22 17:08:54,2019-07-22 17:09:59,1m - 5.121s,FAILED
,,,,,,
Test Cases/insregistration,Firefox 67.0,,2019-07-22 17:08:54,2019-07-22 17:09:57,1m - 3.214s,FAILED
"openBrowser("""")",Firefox 67.0,,2019-07-22 17:08:55,2019-07-22 17:09:00,5.802s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/index.jsp"")",Firefox 67.0,,2019-07-22 17:09:00,2019-07-22 17:09:01,0.397s,PASSED
delay(5),Firefox 67.0,,2019-07-22 17:09:01,2019-07-22 17:09:06,5.032s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-22 17:09:06,2019-07-22 17:09:06,0.095s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-22 17:09:06,2019-07-22 17:09:06,0.054s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-22 17:09:06,2019-07-22 17:09:06,0.500s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-22 17:09:06,2019-07-22 17:09:07,0.272s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-22 17:09:07,2019-07-22 17:09:07,0.253s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-22 17:09:07,2019-07-22 17:09:08,0.862s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-22 17:09:08,2019-07-22 17:09:09,1.076s,PASSED
delay(3),Firefox 67.0,,2019-07-22 17:09:09,2019-07-22 17:09:12,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-22 17:09:12,2019-07-22 17:09:13,0.712s,PASSED
delay(3),Firefox 67.0,,2019-07-22 17:09:13,2019-07-22 17:09:16,3.002s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-22 17:09:16,2019-07-22 17:09:16,0.261s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-22 17:09:16,2019-07-22 17:09:16,0.242s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-22 17:09:16,2019-07-22 17:09:16,0.234s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-22 17:09:16,2019-07-22 17:09:17,0.237s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-22 17:09:17,2019-07-22 17:09:17,0.240s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-22 17:09:17,2019-07-22 17:09:17,0.052s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:09:17,2019-07-22 17:09:19,2.003s,PASSED
