Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
registration,Firefox 64.0,,2019-03-20 11:55:58,2019-03-20 11:56:50,52.009s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 64.0,,2019-03-20 11:55:58,2019-03-20 11:56:50,51.723s,PASSED
"openBrowser("""")",Firefox 64.0,,2019-03-20 11:55:58,2019-03-20 11:56:06,7.698s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 64.0,,2019-03-20 11:56:06,2019-03-20 11:56:07,1.187s,PASSED
delay(5),Firefox 64.0,,2019-03-20 11:56:07,2019-03-20 11:56:12,5.045s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 64.0,,2019-03-20 11:56:12,2019-03-20 11:56:12,0.146s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 64.0,,2019-03-20 11:56:12,2019-03-20 11:56:13,0.091s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 64.0,,2019-03-20 11:56:13,2019-03-20 11:56:14,1.105s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 64.0,,2019-03-20 11:56:14,2019-03-20 11:56:14,0.275s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 64.0,,2019-03-20 11:56:14,2019-03-20 11:56:14,0.318s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 64.0,,2019-03-20 11:56:14,2019-03-20 11:56:16,1.657s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 64.0,,2019-03-20 11:56:16,2019-03-20 11:56:18,1.892s,PASSED
delay(3),Firefox 64.0,,2019-03-20 11:56:18,2019-03-20 11:56:21,3.005s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 64.0,,2019-03-20 11:56:21,2019-03-20 11:56:22,1.313s,PASSED
delay(3),Firefox 64.0,,2019-03-20 11:56:22,2019-03-20 11:56:25,3.005s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 64.0,,2019-03-20 11:56:25,2019-03-20 11:56:25,0.277s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 64.0,,2019-03-20 11:56:25,2019-03-20 11:56:26,0.273s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 64.0,,2019-03-20 11:56:26,2019-03-20 11:56:26,0.311s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 64.0,,2019-03-20 11:56:26,2019-03-20 11:56:26,0.346s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 64.0,,2019-03-20 11:56:26,2019-03-20 11:56:27,0.318s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 64.0,,2019-03-20 11:56:27,2019-03-20 11:56:27,0.145s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 64.0,,2019-03-20 11:56:27,2019-03-20 11:56:27,0.105s,PASSED
