Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
registration,Firefox 67.0,,2019-07-04 12:50:18,2019-07-04 12:51:53,1m - 35.169s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 67.0,,2019-07-04 12:50:18,2019-07-04 12:51:53,1m - 34.882s,PASSED
"openBrowser("""")",Firefox 67.0,,2019-07-04 12:50:18,2019-07-04 12:50:25,6.432s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 67.0,,2019-07-04 12:50:25,2019-07-04 12:50:25,0.182s,PASSED
delay(5),Firefox 67.0,,2019-07-04 12:50:25,2019-07-04 12:50:30,5.040s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-04 12:50:30,2019-07-04 12:50:30,0.088s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-04 12:50:30,2019-07-04 12:50:30,0.048s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-04 12:50:30,2019-07-04 12:50:34,3.871s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-04 12:50:34,2019-07-04 12:50:34,0.268s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-04 12:50:34,2019-07-04 12:50:34,0.268s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-04 12:50:34,2019-07-04 12:50:37,2.430s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-04 12:50:37,2019-07-04 12:50:42,5.444s,PASSED
delay(3),Firefox 67.0,,2019-07-04 12:50:42,2019-07-04 12:50:45,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-04 12:50:45,2019-07-04 12:51:27,41.514s,PASSED
delay(3),Firefox 67.0,,2019-07-04 12:51:27,2019-07-04 12:51:30,3.005s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-04 12:51:30,2019-07-04 12:51:30,0.294s,PASSED
