Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SanityTestSuite,Firefox 67.0,,2019-07-06 11:14:47,2019-07-06 11:16:01,1m - 14.382s,FAILED
,,,,,,
Test Cases/userlogin,Firefox 67.0,,2019-07-06 11:14:47,2019-07-06 11:15:08,20.700s,PASSED
"openBrowser("""")",Firefox 67.0,,2019-07-06 11:14:47,2019-07-06 11:14:55,7.773s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 67.0,,2019-07-06 11:14:55,2019-07-06 11:14:56,0.337s,PASSED
delay(5),Firefox 67.0,,2019-07-06 11:14:56,2019-07-06 11:15:01,5.043s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), ""Admin"")",Firefox 67.0,,2019-07-06 11:15:01,2019-07-06 11:15:01,0.184s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), ""12345"")",Firefox 67.0,,2019-07-06 11:15:01,2019-07-06 11:15:01,0.120s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-06 11:15:01,2019-07-06 11:15:03,2.580s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-06 11:15:03,2019-07-06 11:15:04,0.295s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-06 11:15:04,2019-07-06 11:15:04,0.341s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-06 11:15:04,2019-07-06 11:15:08,3.648s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 67.0,,2019-07-06 11:15:08,2019-07-06 11:15:27,19.041s,FAILED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-06 11:15:08,2019-07-06 11:15:10,2.223s,PASSED
delay(3),Firefox 67.0,,2019-07-06 11:15:10,2019-07-06 11:15:13,3.008s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-06 11:15:13,2019-07-06 11:15:16,2.602s,PASSED
delay(3),Firefox 67.0,,2019-07-06 11:15:16,2019-07-06 11:15:19,3.005s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-06 11:15:19,2019-07-06 11:15:19,0.351s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-06 11:15:19,2019-07-06 11:15:20,0.334s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-06 11:15:20,2019-07-06 11:15:20,0.378s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-06 11:15:20,2019-07-06 11:15:20,0.359s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-06 11:15:20,2019-07-06 11:15:21,0.321s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-06 11:15:21,2019-07-06 11:15:21,0.163s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 67.0,,2019-07-06 11:15:21,2019-07-06 11:15:21,0.099s,PASSED
