Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
insregistration,Firefox 67.0,,2019-07-22 17:03:23,2019-07-22 17:05:01,1m - 38.497s,FAILED
,,,,,,
Test Cases/insregistration,Firefox 67.0,,2019-07-22 17:03:23,2019-07-22 17:04:59,1m - 36.333s,FAILED
"openBrowser("""")",Firefox 67.0,,2019-07-22 17:03:23,2019-07-22 17:03:29,5.857s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/index.jsp"")",Firefox 67.0,,2019-07-22 17:03:29,2019-07-22 17:03:30,0.200s,PASSED
delay(5),Firefox 67.0,,2019-07-22 17:03:30,2019-07-22 17:03:35,5.013s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-22 17:03:35,2019-07-22 17:03:35,0.077s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-22 17:03:35,2019-07-22 17:03:35,0.056s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-22 17:03:35,2019-07-22 17:03:35,0.823s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-22 17:03:35,2019-07-22 17:03:36,0.256s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-22 17:03:36,2019-07-22 17:03:36,0.251s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-22 17:03:36,2019-07-22 17:03:37,0.839s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-22 17:03:37,2019-07-22 17:03:38,1.021s,PASSED
delay(3),Firefox 67.0,,2019-07-22 17:03:38,2019-07-22 17:03:41,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-22 17:03:41,2019-07-22 17:03:42,0.709s,PASSED
delay(3),Firefox 67.0,,2019-07-22 17:03:42,2019-07-22 17:03:45,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-22 17:03:45,2019-07-22 17:03:45,0.265s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-22 17:03:45,2019-07-22 17:03:45,0.241s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-22 17:03:45,2019-07-22 17:03:45,0.243s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-22 17:03:45,2019-07-22 17:03:46,0.247s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-22 17:03:46,2019-07-22 17:03:46,0.264s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-22 17:03:46,2019-07-22 17:03:46,0.055s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:46,2019-07-22 17:03:48,2.005s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 67.0,,2019-07-22 17:03:48,2019-07-22 17:03:48,0.077s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:48,2019-07-22 17:03:50,2.002s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderClick""))",Firefox 67.0,,2019-07-22 17:03:50,2019-07-22 17:03:50,0.265s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:50,2019-07-22 17:03:52,2.003s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderSelected""), ""Male"", true)",Firefox 67.0,,2019-07-22 17:03:52,2019-07-22 17:03:53,0.366s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:53,2019-07-22 17:03:55,2.002s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/VisaTypeSelected""), ""resident"", true)",Firefox 67.0,,2019-07-22 17:03:55,2019-07-22 17:03:55,0.365s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:55,2019-07-22 17:03:57,2.002s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile1Ext""), ""97155"", true)",Firefox 67.0,,2019-07-22 17:03:57,2019-07-22 17:03:58,0.575s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:03:58,2019-07-22 17:04:00,2.002s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MobilenumInserted""), mobile)",Firefox 67.0,,2019-07-22 17:04:00,2019-07-22 17:04:00,0.043s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:04:00,2019-07-22 17:04:02,2.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2ExtClick""))",Firefox 67.0,,2019-07-22 17:04:02,2019-07-22 17:04:02,0.268s,PASSED
delay(2),Firefox 67.0,,2019-07-22 17:04:02,2019-07-22 17:04:04,2.002s,PASSED
