Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SanityTestSuite,Firefox 67.0,,2019-07-06 12:47:04,2019-07-06 12:48:32,1m - 27.854s,FAILED
,,,,,,
Test Cases/userlogin,Firefox 67.0,,2019-07-06 12:47:04,2019-07-06 12:47:30,25.513s,PASSED
"openBrowser("""")",Firefox 67.0,,2019-07-06 12:47:05,2019-07-06 12:47:15,10.142s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 67.0,,2019-07-06 12:47:15,2019-07-06 12:47:15,0.278s,PASSED
delay(5),Firefox 67.0,,2019-07-06 12:47:15,2019-07-06 12:47:20,5.033s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), ""Admin"")",Firefox 67.0,,2019-07-06 12:47:20,2019-07-06 12:47:20,0.133s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), ""12345"")",Firefox 67.0,,2019-07-06 12:47:20,2019-07-06 12:47:20,0.089s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-06 12:47:20,2019-07-06 12:47:24,3.695s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-06 12:47:24,2019-07-06 12:47:24,0.296s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-06 12:47:24,2019-07-06 12:47:25,0.328s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-06 12:47:25,2019-07-06 12:47:30,5.254s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 67.0,,2019-07-06 12:47:30,2019-07-06 12:47:49,19.236s,FAILED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-06 12:47:30,2019-07-06 12:47:34,3.734s,PASSED
delay(3),Firefox 67.0,,2019-07-06 12:47:34,2019-07-06 12:47:37,3.008s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-06 12:47:37,2019-07-06 12:47:41,4.277s,PASSED
delay(3),Firefox 67.0,,2019-07-06 12:47:41,2019-07-06 12:47:44,3.003s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-06 12:47:44,2019-07-06 12:47:45,0.291s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-06 12:47:45,2019-07-06 12:47:45,0.313s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-06 12:47:45,2019-07-06 12:47:45,0.349s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-06 12:47:45,2019-07-06 12:47:46,0.324s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-06 12:47:46,2019-07-06 12:47:46,0.362s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-06 12:47:46,2019-07-06 12:47:46,0.088s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 67.0,,2019-07-06 12:47:46,2019-07-06 12:47:46,0.068s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderClick""))",Firefox 67.0,,2019-07-06 12:47:46,2019-07-06 12:47:46,0.258s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderSelected""), ""Male"", true)",Firefox 67.0,,2019-07-06 12:47:46,2019-07-06 12:47:47,0.463s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/VisaTypeSelected""), ""resident"", true)",Firefox 67.0,,2019-07-06 12:47:47,2019-07-06 12:47:47,0.458s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile1Ext""), ""97155"", true)",Firefox 67.0,,2019-07-06 12:47:47,2019-07-06 12:47:48,0.738s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MobilenumInserted""), mobile)",Firefox 67.0,,2019-07-06 12:47:48,2019-07-06 12:47:48,0.073s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2ExtClick""))",Firefox 67.0,,2019-07-06 12:47:48,2019-07-06 12:47:48,0.272s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2ExtSelected""))",Firefox 67.0,,2019-07-06 12:47:48,2019-07-06 12:47:49,0.360s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2Inserted""), ""5841201214"")",Firefox 67.0,,2019-07-06 12:47:49,2019-07-06 12:47:49,0.121s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/CityClick""))",Firefox 67.0,,2019-07-06 12:47:49,2019-07-06 12:47:49,0.209s,FAILED
,,,,,,
Test Cases/cashregistration,Firefox 67.0,,2019-07-06 12:47:49,2019-07-06 12:48:30,40.730s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-06 12:47:49,2019-07-06 12:47:51,1.951s,PASSED
delay(3),Firefox 67.0,,2019-07-06 12:47:51,2019-07-06 12:47:54,3.007s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-06 12:47:54,2019-07-06 12:47:57,3.298s,PASSED
delay(3),Firefox 67.0,,2019-07-06 12:47:57,2019-07-06 12:48:00,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-06 12:48:00,2019-07-06 12:48:01,0.303s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-06 12:48:01,2019-07-06 12:48:01,0.275s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-06 12:48:01,2019-07-06 12:48:01,0.298s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-06 12:48:01,2019-07-06 12:48:02,0.298s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-06 12:48:02,2019-07-06 12:48:02,0.300s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PatientName""), patientname)",Firefox 67.0,,2019-07-06 12:48:02,2019-07-06 12:48:02,0.102s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DOB""), ""11111985"")",Firefox 67.0,,2019-07-06 12:48:02,2019-07-06 12:48:02,0.089s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderClick""))",Firefox 67.0,,2019-07-06 12:48:02,2019-07-06 12:48:02,0.245s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/GenderSelected""), ""Male"", true)",Firefox 67.0,,2019-07-06 12:48:02,2019-07-06 12:48:03,0.418s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/VisaTypeSelected""), ""resident"", true)",Firefox 67.0,,2019-07-06 12:48:03,2019-07-06 12:48:03,0.443s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile1Ext""), ""97155"", true)",Firefox 67.0,,2019-07-06 12:48:03,2019-07-06 12:48:04,0.735s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MobilenumInserted""), mobile)",Firefox 67.0,,2019-07-06 12:48:04,2019-07-06 12:48:04,0.057s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2ExtClick""))",Firefox 67.0,,2019-07-06 12:48:04,2019-07-06 12:48:04,0.267s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2ExtSelected""))",Firefox 67.0,,2019-07-06 12:48:04,2019-07-06 12:48:04,0.276s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/Mobile2Inserted""), ""5841201214"")",Firefox 67.0,,2019-07-06 12:48:04,2019-07-06 12:48:05,0.127s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/CityClick""))",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:05,0.270s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/CitySelected""))",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:05,0.252s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/EmailInserted""), ""we@qq.com"")",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:05,0.065s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/FathernameInserted""), ""dad"")",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:05,0.050s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/DesignationInserted""), ""qa"")",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:05,0.052s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/SourceClick""))",Firefox 67.0,,2019-07-06 12:48:05,2019-07-06 12:48:06,0.249s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/SourceSelected""))",Firefox 67.0,,2019-07-06 12:48:06,2019-07-06 12:48:06,0.286s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/SourceInserted""), ""source tested"")",Firefox 67.0,,2019-07-06 12:48:06,2019-07-06 12:48:06,0.602s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/EmergencyNameInserted""), ""4578124512"")",Firefox 67.0,,2019-07-06 12:48:06,2019-07-06 12:48:07,0.061s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/RelationInserted""), ""fath"")",Firefox 67.0,,2019-07-06 12:48:07,2019-07-06 12:48:07,0.093s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/DepartmentSelected""), ""7"", false)",Firefox 67.0,,2019-07-06 12:48:07,2019-07-06 12:48:07,0.343s,PASSED
delay(2),Firefox 67.0,,2019-07-06 12:48:07,2019-07-06 12:48:09,2.002s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/DoctorSelected""), ""8"", false)",Firefox 67.0,,2019-07-06 12:48:09,2019-07-06 12:48:09,0.322s,PASSED
delay(2),Firefox 67.0,,2019-07-06 12:48:09,2019-07-06 12:48:11,2.002s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/NationalitySelected""), ""2"", false)",Firefox 67.0,,2019-07-06 12:48:11,2019-07-06 12:48:12,0.352s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/EmiratesIDInserted""), residenceid, CONTINUE_ON_FAILURE)",Firefox 67.0,,2019-07-06 12:48:12,2019-07-06 12:48:12,0.095s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/OtherIDClick""), ""3"", false)",Firefox 67.0,,2019-07-06 12:48:12,2019-07-06 12:48:12,0.341s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/OtherIDInserted""), ""230232421"")",Firefox 67.0,,2019-07-06 12:48:12,2019-07-06 12:48:12,0.089s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/TelephoneClick""))",Firefox 67.0,,2019-07-06 12:48:12,2019-07-06 12:48:12,0.240s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/TelephoneSelected""))",Firefox 67.0,,2019-07-06 12:48:12,2019-07-06 12:48:13,0.293s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/TelephoneInserted""), ""231789512"")",Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:13,0.082s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/PostalCodeInserted""), ""235687451"")",Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:13,0.079s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/MothernameInserted""), ""mom"")",Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:13,0.066s,PASSED
"setText(findTestObject(""cashregister/Page_eClinicUserAdministrator/EmergencyNumInserted""), ""125658748"")",Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:13,0.076s,PASSED
"selectOptionByValue(findTestObject(""cashregister/Page_eClinicUserAdministrator/RegistrationtypeSelected""), ""Normal"", false)",Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:13,0.328s,PASSED
delay(2),Firefox 67.0,,2019-07-06 12:48:13,2019-07-06 12:48:15,2.003s,PASSED
"click(findTestObject(""Components/Buttons/save""))",Firefox 67.0,,2019-07-06 12:48:15,2019-07-06 12:48:21,5.296s,PASSED
delay(5),Firefox 67.0,,2019-07-06 12:48:21,2019-07-06 12:48:26,5.005s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/RegistrationlistTab""))",Firefox 67.0,,2019-07-06 12:48:26,2019-07-06 12:48:27,1.179s,PASSED
delay(3),Firefox 67.0,,2019-07-06 12:48:27,2019-07-06 12:48:30,3.004s,PASSED
