Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SanityTestSuite,Firefox 67.0,,2019-07-06 10:55:56,2019-07-06 10:56:55,59.103s,FAILED
,,,,,,
Test Cases/userlogin,Firefox 67.0,,2019-07-06 10:55:56,2019-07-06 10:56:22,26.341s,PASSED
"openBrowser("""")",Firefox 67.0,,2019-07-06 10:55:56,2019-07-06 10:56:06,9.970s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/"")",Firefox 67.0,,2019-07-06 10:56:06,2019-07-06 10:56:07,0.586s,PASSED
delay(5),Firefox 67.0,,2019-07-06 10:56:07,2019-07-06 10:56:12,5.031s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), ""Admin"")",Firefox 67.0,,2019-07-06 10:56:12,2019-07-06 10:56:12,0.176s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), ""12345"")",Firefox 67.0,,2019-07-06 10:56:12,2019-07-06 10:56:12,0.094s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-06 10:56:12,2019-07-06 10:56:17,5.199s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-06 10:56:17,2019-07-06 10:56:18,0.294s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-06 10:56:18,2019-07-06 10:56:18,0.266s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-06 10:56:18,2019-07-06 10:56:22,4.393s,PASSED
,,,,,,
Test Cases/cashregistration,Firefox 67.0,,2019-07-06 10:56:22,2019-07-06 10:56:52,29.908s,FAILED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-06 10:56:23,2019-07-06 10:56:28,4.741s,PASSED
delay(3),Firefox 67.0,,2019-07-06 10:56:28,2019-07-06 10:56:31,3.005s,PASSED
