Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
insregistration,Firefox 67.0,,2019-07-22 18:20:14,2019-07-22 18:21:22,1m - 7.686s,FAILED
,,,,,,
Test Cases/insregistration,Firefox 67.0,,2019-07-22 18:20:14,2019-07-22 18:21:20,1m - 5.654s,FAILED
"openBrowser("""")",Firefox 67.0,,2019-07-22 18:20:15,2019-07-22 18:20:22,7.312s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/index.jsp"")",Firefox 67.0,,2019-07-22 18:20:22,2019-07-22 18:20:22,0.190s,PASSED
delay(5),Firefox 67.0,,2019-07-22 18:20:22,2019-07-22 18:20:27,5.034s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-22 18:20:27,2019-07-22 18:20:27,0.101s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-22 18:20:27,2019-07-22 18:20:27,0.059s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-22 18:20:27,2019-07-22 18:20:28,0.600s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-22 18:20:28,2019-07-22 18:20:28,0.270s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-22 18:20:28,2019-07-22 18:20:29,0.267s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-22 18:20:29,2019-07-22 18:20:30,0.944s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-22 18:20:30,2019-07-22 18:20:31,1.083s,PASSED
delay(3),Firefox 67.0,,2019-07-22 18:20:31,2019-07-22 18:20:34,3.007s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-22 18:20:34,2019-07-22 18:20:34,0.860s,PASSED
delay(3),Firefox 67.0,,2019-07-22 18:20:34,2019-07-22 18:20:37,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-22 18:20:37,2019-07-22 18:20:38,0.287s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-22 18:20:38,2019-07-22 18:20:38,0.265s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-22 18:20:38,2019-07-22 18:20:38,0.269s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelected""))",Firefox 67.0,,2019-07-22 18:20:38,2019-07-22 18:20:39,0.252s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/AlreadyGenerated""))",Firefox 67.0,,2019-07-22 18:20:39,2019-07-22 18:20:39,0.256s,PASSED
