Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
insregistration,Firefox 67.0,,2019-07-22 18:00:28,2019-07-22 18:01:35,1m - 7.182s,FAILED
,,,,,,
Test Cases/insregistration,Firefox 67.0,,2019-07-22 18:00:28,2019-07-22 18:01:33,1m - 5.037s,FAILED
"openBrowser("""")",Firefox 67.0,,2019-07-22 18:00:29,2019-07-22 18:00:36,7.132s,PASSED
"navigateToUrl(""http://localhost:8090/eclinic/index.jsp"")",Firefox 67.0,,2019-07-22 18:00:36,2019-07-22 18:00:36,0.282s,PASSED
delay(5),Firefox 67.0,,2019-07-22 18:00:36,2019-07-22 18:00:41,5.019s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_name""), username)",Firefox 67.0,,2019-07-22 18:00:41,2019-07-22 18:00:41,0.101s,PASSED
"setText(findTestObject(""Components/logins/input_MEDAS HIS_user_password""), password)",Firefox 67.0,,2019-07-22 18:00:41,2019-07-22 18:00:41,0.056s,PASSED
"click(findTestObject(""Components/Buttons/login""))",Firefox 67.0,,2019-07-22 18:00:41,2019-07-22 18:00:42,0.592s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/officeselection""))",Firefox 67.0,,2019-07-22 18:00:42,2019-07-22 18:00:42,0.282s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/selectoffice""))",Firefox 67.0,,2019-07-22 18:00:42,2019-07-22 18:00:42,0.276s,PASSED
"click(findTestObject(""Components/Buttons/go""))",Firefox 67.0,,2019-07-22 18:00:42,2019-07-22 18:00:43,0.904s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/Frontdesktab""))",Firefox 67.0,,2019-07-22 18:00:43,2019-07-22 18:00:44,1.115s,PASSED
delay(3),Firefox 67.0,,2019-07-22 18:00:44,2019-07-22 18:00:47,3.007s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/registrationTab""))",Firefox 67.0,,2019-07-22 18:00:47,2019-07-22 18:00:48,0.803s,PASSED
delay(3),Firefox 67.0,,2019-07-22 18:00:48,2019-07-22 18:00:51,3.004s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelectionClick""))",Firefox 67.0,,2019-07-22 18:00:51,2019-07-22 18:00:52,0.257s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ReferralSelected""))",Firefox 67.0,,2019-07-22 18:00:52,2019-07-22 18:00:52,0.251s,PASSED
"click(findTestObject(""cashregister/Page_eClinicUserAdministrator/ConsultationSelectionClick""))",Firefox 67.0,,2019-07-22 18:00:52,2019-07-22 18:00:52,0.265s,PASSED
